4.5	4.5	4.5	0.	0.	0.	0.	0.	0.
-13.5	-13.5	-13.5	0.	0.	0.	0.	0.	0.
22.5	22.5	22.5	0.	0.	0.	0.	0.	0.
0.	0.	0.	4.5	4.5	4.5	0.	0.	0.
0.	0.	0.	-13.5	-13.5	-13.5	0.	0.	0.
0.	0.	0.	22.5	22.5	22.5	0.	0.	0.
0.	0.	0.	0.	0.	0.	4.5	4.5	4.5
0.	0.	0.	0.	0.	0.	-13.5	-13.5	-13.5
0.	0.	0.	0.	0.	0.	22.5	22.5	22.5
