-18.	0.	-9.	0.	0.	0.	-9.	0.	0.
0.	-36.	0.	0.	0.	0.	0.	-9.	0.
-45.	0.	-54.	0.	0.	0.	0.	0.	-9.
0.	0.	0.	-36.	0.	-9.	0.	0.	0.
0.	0.	0.	0.	-54.	0.	0.	0.	0.
0.	0.	0.	-45.	0.	-72.	0.	0.	0.
-45.	0.	0.	0.	0.	0.	-54.	0.	-9.
0.	-45.	0.	0.	0.	0.	0.	-72.	0.
0.	0.	-45.	0.	0.	0.	-45.	0.	-90.
