0.	-1.	-3.	-6.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
3.	6.	12.	21.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-15.	-20.	-30.	-45.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
42.	49.	63.	84.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	-1.	-3.	-6.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	3.	6.	12.	21.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	-15.	-20.	-30.	-45.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	42.	49.	63.	84.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	-1.	-3.	-6.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	3.	6.	12.	21.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	-15.	-20.	-30.	-45.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	42.	49.	63.	84.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-1.	-3.	-6.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	3.	6.	12.	21.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-15.	-20.	-30.	-45.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	42.	49.	63.	84.
