0.	0.	6.	0.	0.	0.	0.	0.	6.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	30.	0.	0.	0.	0.	0.	6.	0.	0.	0.	0.	0.	0.
30.	0.	0.	0.	0.	0.	0.	0.	0.	0.	6.	0.	0.	0.	0.	0.
0.	70.	0.	0.	0.	0.	0.	0.	0.	0.	0.	6.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	6.	0.	0.	0.	0.	0.	30.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	30.	0.	0.	0.	0.	0.	30.	0.	0.
0.	0.	0.	0.	30.	0.	0.	0.	0.	0.	0.	0.	0.	0.	30.	0.
0.	0.	0.	0.	0.	70.	0.	0.	0.	0.	0.	0.	0.	0.	0.	30.
30.	0.	0.	0.	0.	0.	0.	0.	0.	0.	6.	0.	0.	0.	0.	0.
0.	30.	0.	0.	0.	0.	0.	0.	0.	0.	0.	30.	0.	0.	0.	0.
0.	0.	30.	0.	0.	0.	0.	0.	30.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	30.	0.	0.	0.	0.	0.	70.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	70.	0.	0.	0.	0.	0.	0.	0.	0.	0.	6.	0.
0.	0.	0.	0.	0.	70.	0.	0.	0.	0.	0.	0.	0.	0.	0.	30.
0.	0.	0.	0.	0.	0.	70.	0.	0.	0.	0.	0.	30.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	70.	0.	0.	0.	0.	0.	70.	0.	0.
