0.	0.	0.	0.	-1.	0.	0.	0.	-3.	0.	0.	0.	-6.	0.	0.	0.
0.	0.	0.	0.	0.	-1.	0.	0.	0.	-3.	0.	0.	0.	-6.	0.	0.
0.	0.	0.	0.	0.	0.	-1.	0.	0.	0.	-3.	0.	0.	0.	-6.	0.
0.	0.	0.	0.	0.	0.	0.	-1.	0.	0.	0.	-3.	0.	0.	0.	-6.
3.	0.	0.	0.	6.	0.	0.	0.	12.	0.	0.	0.	21.	0.	0.	0.
0.	3.	0.	0.	0.	6.	0.	0.	0.	12.	0.	0.	0.	21.	0.	0.
0.	0.	3.	0.	0.	0.	6.	0.	0.	0.	12.	0.	0.	0.	21.	0.
0.	0.	0.	3.	0.	0.	0.	6.	0.	0.	0.	12.	0.	0.	0.	21.
-15.	0.	0.	0.	-20.	0.	0.	0.	-30.	0.	0.	0.	-45.	0.	0.	0.
0.	-15.	0.	0.	0.	-20.	0.	0.	0.	-30.	0.	0.	0.	-45.	0.	0.
0.	0.	-15.	0.	0.	0.	-20.	0.	0.	0.	-30.	0.	0.	0.	-45.	0.
0.	0.	0.	-15.	0.	0.	0.	-20.	0.	0.	0.	-30.	0.	0.	0.	-45.
42.	0.	0.	0.	49.	0.	0.	0.	63.	0.	0.	0.	84.	0.	0.	0.
0.	42.	0.	0.	0.	49.	0.	0.	0.	63.	0.	0.	0.	84.	0.	0.
0.	0.	42.	0.	0.	0.	49.	0.	0.	0.	63.	0.	0.	0.	84.	0.
0.	0.	0.	42.	0.	0.	0.	49.	0.	0.	0.	63.	0.	0.	0.	84.
